MODEL;MSAN;RIN;IP;TYPE;ITEM;DESCRIPTION;PRIORITY;COMMENTS
Milegate;SOC-A33-0;a33-rin-202;10.211.225.201;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SOC-A30;a30-rin-3;10.211.225.2;CARD;unit-13;COGE1 Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SOC-A29;a29-rin-7;10.211.225.6;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SOC-A27;a27-rin-127;10.211.225.126;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SOC-A32-4;a32-rin-211;10.211.225.210;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SOC-A32-4;a32-rin-211;10.211.225.210;CARD;unit-13;COGE1 R4D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SOC-A32-4;a32-rin-211;10.211.225.210;CARD;unit-21; Plugged;Critical;Cartao com falha inoperante
Milegate;SOC-A28-0;a28-rin-34;10.211.225.33;SYSTEM;alarm-3;Falha de AC;Critical;""
Milegate;SOC-A32-0;a32-rin-210;10.211.225.209;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SOC-A32-0;a32-rin-210;10.211.225.209;CARD;unit-13;COGE1 Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;JAI-A22-0;a22-rin-102;10.211.193.101;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;JAI-A22-0;a22-rin-102;10.211.193.101;CARD;13: MXK 24 PORT VDSL2 POTS;RESET;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;VOM-A05-0;a05-rin-522;10.211.238.49;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;JAI-A22-1;a22-rin-103;10.211.193.102;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;JAI-A22-1;a22-rin-103;10.211.193.102;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;JAI-A22-1;a22-rin-103;10.211.193.102;INTERFACE;1-b-2-0/eth;Down;Minor;Secondary Down
Zhone;JAI-A11-1;a11-rin-28;10.211.193.27;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;JAI-A11-1;a11-rin-28;10.211.193.27;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;VOM-A04-1;a04-rin-521;10.211.238.30;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;VOM-A06-0;a06-rin-510;10.211.238.21;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;JAI-A12-1;a12-rin-24;10.211.193.23;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Milegate;VOM-A07-2;a07-rin-16;10.211.238.19;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A23-4;a23-rin-79;10.211.193.78;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A08-6;a08-rin-41;10.211.193.8;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;JAI-A12-5;a12-rin-39;10.211.193.24;CARD;unit-13;COGE3 R1B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A07-6;a07-rin-81;10.211.193.4;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;JAI-A07-6;a07-rin-81;10.211.193.4;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A07-6;a07-rin-81;10.211.193.4;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A07-6;a07-rin-81;10.211.193.4;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;JAI-A07-6;a07-rin-81;10.211.193.4;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;JAI-A03-5;a03-rin-52;10.211.193.51;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A05-2;a05-rin-68;10.211.193.67;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A14-0;a14-rin-74;10.211.193.73;SYSTEM;alarm-4;Fan_Fail;Minor;""
Milegate;JAI-A04-0;a04-rin-46;10.211.193.45;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A01-5;a01-rin-65;10.211.193.64;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A15-0;a15-rin-14;10.211.193.121;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A15-0;a15-rin-14;10.211.193.121;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A15-0;a15-rin-14;10.211.193.121;SYSTEM;alarm-3;Falha de AC;Critical;""
Milegate;JAI-A13-0;a13-rin-70;10.211.193.69;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;JAI-I01-6;i01-rin-17;10.211.193.16;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A25-4;a25-rin-127;10.211.193.130;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A08-0;a08-rin-6;10.211.193.5;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A08-0;a08-rin-6;10.211.193.5;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A06-0;a06-rin-42;10.211.193.41;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A06-0;a06-rin-42;10.211.193.41;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A06-0;a06-rin-42;10.211.193.41;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;JAI-A06-0;a06-rin-42;10.211.193.41;SYSTEM;alarm-1;Porta_DG;Minor;""
Milegate;JAI-A04;a04-rin-47;10.211.193.46;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A05;a05-rin-67;10.211.193.66;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A03;a03-rin-51;10.211.193.50;CARD;unit-13;COGE1 Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A16-0;a16-rin-18;10.211.193.17;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;JAI-A12-0;a12-rin-22;10.211.193.21;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A12-0;a12-rin-22;10.211.193.21;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;JAI-A05-1;a05-rin-69;10.211.193.68;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A05-1;a05-rin-69;10.211.193.68;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A03-0;a03-rin-50;10.211.193.49;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A03-0;a03-rin-50;10.211.193.49;SYSTEM;FAN tray;Total Fan Breakdown;Critical;Bandeja de FANs do shelf inoperante
Milegate;JAI-A03-0;a03-rin-50;10.211.193.49;SYSTEM;alarm-2;High_Temp;Critical;""
Milegate;JAI-A03-0;a03-rin-50;10.211.193.49;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A08;a08-rin-7;10.211.193.6;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A11-0;a11-rin-26;10.211.193.25;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A11-0;a11-rin-26;10.211.193.25;SYSTEM;FAN tray;Total Fan Breakdown;Critical;Bandeja de FANs do shelf inoperante
Milegate;JAI-A11-0;a11-rin-26;10.211.193.25;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;JAI-A11-0;a11-rin-26;10.211.193.25;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A10;a10-rin-11;10.211.193.10;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;JAI-A01-0;a01-rin-62;10.211.193.61;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A10-0;a10-rin-13;10.211.193.9;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A07-0;a07-rin-2;10.211.193.1;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A05-0;a05-rin-66;10.211.193.65;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A05-0;a05-rin-66;10.211.193.65;CARD;unit-13;COGE1 R4B Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;JAI-A02-0;a02-rin-54;10.211.193.53;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;JAI-A02-0;a02-rin-54;10.211.193.53;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Zhone;CAS-A09-1;a09-rin-45;10.211.161.44;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A26-1;a26-rin-184;10.211.161.183;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A36-1;a36-rin-180;10.211.161.179;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A33-5;a33-rin-169;10.211.161.167;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;CAS-A33-5;a33-rin-169;10.211.161.167;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A11-1;a11-rin-156;10.211.161.155;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;CAS-A11-1;a11-rin-156;10.211.161.155;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A27-5;a27-rin-173;10.211.161.4;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A14-1;a14-rin-44;10.211.161.43;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;CAS-A18-7;a18-rin-382;10.211.161.159;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A18-7;a18-rin-382;10.211.161.159;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A02-2;a02-rin-72;10.211.161.71;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A04-5;a04-rin-272;10.211.161.64;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A09-0;a09-rin-50;10.211.161.49;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A10;a10-rin-47;10.211.161.46;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;VRP-A07-0;a07-rin-36;10.211.193.135;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;VRP-A07-0;a07-rin-36;10.211.193.135;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;VRP-A07-0;a07-rin-36;10.211.193.135;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;CAS-A18-6;a18-rin-381;10.211.161.158;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A18-6;a18-rin-381;10.211.161.158;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A18-6;a18-rin-381;10.211.161.158;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A18-6;a18-rin-381;10.211.161.158;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;CAS-A07;a07-rin-15;10.211.161.14;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A26-0;a26-rin-182;10.211.161.181;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;CAS-A17-0;a17-rin-146;10.211.161.145;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;VRP-A08-0;a08-rin-37;10.211.193.136;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;VRP-A08-0;a08-rin-37;10.211.193.136;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;VRP-A08-0;a08-rin-37;10.211.193.136;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;VRP-A08-0;a08-rin-37;10.211.193.136;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;VRP-A08-0;a08-rin-37;10.211.193.136;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;CAS-A29;a29-rin-123;10.211.161.122;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A31-0;a31-rin-162;10.211.161.161;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;CAS-A08-0;a08-rin-34;10.211.161.33;SYSTEM;alarm-1;Porta Equipamento;Major;""
Milegate;CAS-A28-0;a28-rin-130;10.211.161.129;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;CAS-A28-0;a28-rin-130;10.211.161.129;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;CAS-A28-0;a28-rin-130;10.211.161.129;SYSTEM;alarm-6;Porta Fusiveis;Major;""
Milegate;CAS-A32-0;a32-rin-170;10.211.161.169;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;CAS-A32-0;a32-rin-170;10.211.161.169;SYSTEM;alarm-5;Porta Equipamento;Minor;""
Milegate;CAS-A01-5;a01-rin-124;10.211.161.75;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;CAS-A01-5;a01-rin-124;10.211.161.75;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A01-5;a01-rin-124;10.211.161.75;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;CAS-A01-5;a01-rin-124;10.211.161.75;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;CAS-A16-0;a16-rin-26;10.211.161.25;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A33-0;a33-rin-166;10.211.161.165;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;CAS-A03-0;a03-rin-66;10.211.161.65;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;CAS-A03-0;a03-rin-66;10.211.161.65;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;CAS-A32;a32-rin-171;10.211.161.170;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A21-0;a21-rin-6;10.211.161.5;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;CAS-A21-0;a21-rin-6;10.211.161.5;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;CAS-A05-0;a05-rin-38;10.211.161.37;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A04-0;a04-rin-62;10.211.161.61;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;CAS-A04;a04-rin-63;10.211.161.62;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A04;a04-rin-63;10.211.161.62;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A22-0;a22-rin-10;10.211.161.9;SYSTEM;alarm-1;Porta Equipamento;Minor;""
Milegate;CAS-A22-0;a22-rin-10;10.211.161.9;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;CAS-A20-0;a20-rin-22;10.211.161.21;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A20-0;a20-rin-22;10.211.161.21;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A20-0;a20-rin-22;10.211.161.21;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;CAS-A20-0;a20-rin-22;10.211.161.21;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;CAS-A05;a05-rin-39;10.211.161.38;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A05;a05-rin-39;10.211.161.38;INTERFACE;/unit-11/port-1;Low RxInputPower (-19);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;CAS-A15-0;a15-rin-30;10.211.161.29;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;CAS-A14-0;a14-rin-42;10.211.161.41;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;CAS-A10-0;a10-rin-46;10.211.161.45;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A02-0;a02-rin-70;10.211.161.69;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A02-0;a02-rin-70;10.211.161.69;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;CAS-A01-0;a01-rin-74;10.211.161.73;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A01-0;a01-rin-74;10.211.161.73;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;CAS-A01-0;a01-rin-74;10.211.161.73;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Zhone;CAS-A69-1;a69-rin-298;10.211.167.54;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A57-0;a57-rin-234;10.211.161.233;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A73-0;a73-rin-305;10.211.167.69;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A49-0;a49-rin-210;10.211.161.209;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A61-0;a61-rin-250;10.211.161.249;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A51-0;a51-rin-222;10.211.161.221;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A66-1;a66-rin-271;10.211.167.6;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A64-1;a64-rin-263;10.211.161.90;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A58-0;a58-rin-194;10.211.161.193;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A47-0;a47-rin-202;10.211.161.201;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A59-1;a59-rin-199;10.211.161.198;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A56-1;a56-rin-55;10.211.161.54;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A60-1;a60-rin-247;10.211.161.246;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A51-1;a51-rin-224;10.211.161.223;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A63-1;a63-rin-259;10.211.161.138;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A47-1;a47-rin-203;10.211.161.202;INTERFACE;1-b-2-0/eth;Down;Minor;Secondary Down
Zhone;CAS-A63-0;a63-rin-258;10.211.161.137;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A59-0;a59-rin-198;10.211.161.197;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A62-0;a62-rin-254;10.211.161.217;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A65-0;a65-rin-266;10.211.167.1;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;CAS-A65-0;a65-rin-266;10.211.167.1;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;CAS-A68-1;a68-rin-274;10.211.167.30;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A68-0;a68-rin-273;10.211.167.29;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A48-0;a48-rin-206;10.211.161.205;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;CAS-A49-1;a49-rin-211;10.211.161.210;SYSTEM;Shelf;shelf_controller_fault;Minor;""
Zhone;CAS-A49-1;a49-rin-211;10.211.161.210;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A69-0;a69-rin-297;10.211.167.53;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A52-0;a52-rin-226;10.211.161.225;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;CAS-A52-0;a52-rin-226;10.211.161.225;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A65-1;a65-rin-267;10.211.167.2;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;CAS-A66-0;a66-rin-270;10.211.167.5;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;CAS-A66-0;a66-rin-270;10.211.167.5;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Milegate;CAS-A57;a57-rin-235;10.211.161.234;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;CAS-A57;a57-rin-235;10.211.161.234;SYSTEM;alarm-1;Porta_DG;Minor;""
Milegate;CAS-A75-0;a75-rin-92;10.211.161.57;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;CAS-A76-0;a76-rin-95;10.211.161.93;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
