MODEL;MSAN;RIN;IP;Slot_ID;Slot_Name;Slot_Main_Mode;Slot_State;Slot_Alarm;Slot_Prop_Alarm;Port_ID;Port_Main_Mode;Port_Alarm;Port_User_Label;Port_Service_Label;Port_Description;OperationalStatus;NearEnd_CurrentAttenuation;NearEnd_CurrentMargin;NearEnd_CurrentPowerBackOff;FarEnd_CurrentAttenuation;FarEnd_CurrentMargin;FarEnd_CurrentPowerBackOff
Milegate;SOC-A08-0;a08-rin-142;10.211.225.141;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Major     ; Cliente_NEUSA_FALCADE                   ; CTA-301KNDDUR-032             ; ;Down;128;127;255;128;127;255
Milegate;SOC-A11-0;a11-rin-186;10.211.225.185;unit-16;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; CLIENTE_INTITUICAO                               ; DESIGNADOR_SOC-301KV5J47-032  ; ;Up;6;23;3;6;21;4
Milegate;SOC-A01-0;a01-rin-166;10.211.225.165;unit-16;STIM1 R1B;stim1_r4d07;Ok;Cleared;Cleared;logport-4 ;port-4; Cleared   ; CENTER PECAS FABBRI LTDA  ; SOC-3013QFACL           ; VPN 1024;Up;14;24;0;14;20;0
Milegate;SOC-A20-0;a20-rin-190;10.211.225.189;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Major     ;                              ;                               ; ;Down;128;127;255;128;127;255
Milegate;SOC-A09-0;a09-rin-22;10.211.225.21;unit-16;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Major     ; Cliente: SINDICATO DOS EMPREGADOS ; Designador: SOC-30X2IC2X-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A10-0;a10-rin-26;10.211.225.25;unit-16;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Major     ; Cliente: EMAXIMOVEL              ; Designador: SOC-301JQO24V-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A24-0;a24-rin-134;10.211.225.133;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Major     ; Cliente: GINO M VERNAGLIA ME ; Designador: SOC-30161KLTK-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A06-5;a06-rin-173;10.211.225.171;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente: SINDICATO_DOS_EMPREG ; Designador: SOC-30X2IC2X-032  ; ;Up;8;24;2;8;21;4
Milegate;SOC-A10-5;a10-rin-29;10.211.225.27;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; ADV ANTONIO      ; SOC-301LHTXE7-032-2           ; ;Up;7;24;3;6;21;4
Milegate;SOC-A07-0;a07-rin-174;10.211.225.173;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente CENTRO CULTURAL BRAS                  ; Desigandor:SOC-3015OPBT7-032 ; ;Up;9;23;1;8;20;3
Milegate;SOC-A23-0;a23-rin-138;10.211.225.137;unit-16;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ;                          ;                               ; ;Up;9;23;1;10;20;3
Milegate;SOC-A12-0;a12-rin-182;10.211.225.181;unit-16;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; CLI_DIMESO_LTDA                       ; SOC-301KMWE20-032              ; ;Up;7;24;2;8;21;0
Milegate;SOC-A30-0;a30-rin-2;10.211.225.1;unit-18;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: BS TOYS             ; Designador: SOC-301IT0KV3-032 ; ;Up;4;22;4;4;20;5
Milegate;SOC-A06-99;a06-rin-170;10.211.225.169;unit-17;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: BOZELLI MEDICINA  ; Designador: SOC-3011M4PBN-032 ; ;Up;12;22;0;12;21;2
Milegate;SOC-A21-0;a21-rin-14;10.211.225.13;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente: MC_IMOVEIS          ; Designador: SOC-30Z3EC79-032  ; ;Down;128;127;255;128;127;255
Milegate;SOC-A19-0;a19-rin-194;10.211.225.193;unit-16;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Major     ;                          ;                               ; ;Down;128;127;255;128;127;255
Milegate;OCO-I02-0;i02-rin-104;10.209.65.50;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; RSET VERGARA             ; OCO-301KRXZS2-032              ; PAR 487;Up;6;24;3;6;21;4
Milegate;SOC-A20-0;a20-rin-190;10.211.225.189;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente: DOCTORS REMOCOES    ; Designador: SOC-3010YMKD7-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A02-0;a02-rin-162;10.211.225.161;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ;                                                  ;                   ; ;Up;8;22;2;8;21;4
Milegate;SOC-A09-0;a09-rin-22;10.211.225.21;unit-16;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente:FIRST IDIOMAS SOROCA      ; Designador:SOC-3017ZKFV3-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A08-0;a08-rin-142;10.211.225.141;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; Cliente: QUALY_SERVICOS                 ; Designador: SOC-30TVDPZJ-032  ; ;Up;7;21;2;6;21;4
Milegate;SOC-A11-0;a11-rin-186;10.211.225.185;unit-16;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; ENERNOC BRASIL GERENCIAMENTO DE ENERGIA LTDA EPP ;                               ; ;Up;8;20;0;8;16;2
Milegate;SOC-A01-0;a01-rin-166;10.211.225.165;unit-16;STIM1 R1B;stim1_r4d07;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente:SERVICOS_DE_OBRAS ; Designador: SOC-301-032 ; ;Up;14;22;0;14;20;1
Milegate;SOC-A10-0;a10-rin-26;10.211.225.25;unit-16;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente: CAREXPRESS_COMERCIO     ; Designador: SOC-301HUQBRF-032 ; ;Up;4;24;4;4;21;5
Milegate;SOC-A24-0;a24-rin-134;10.211.225.133;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; Cliente: TIEPO - PAR 600     ; Designador:SOC-301KO062K-032  ; ;Up;3;23;5;2;21;6
Milegate;SOC-A31-0;a31-rin-206;10.211.225.205;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-4 ;port-4; Cleared   ; Cliente:UG COMERCIO            ; Designador:SOC-301H3B2K3-032  ; ;Up;12;21;0;12;20;1
Milegate;SOC-A02-5;a02-rin-164;10.211.225.163;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente: FREITAS_COMERCIO  ; Circuito: SOC-301LS1B8R-032   ; ;Down;128;127;255;128;127;255
Milegate;SOC-A28-0;a28-rin-34;10.211.225.33;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente: HOTEL_CHAMONIX                                  ; Designador: SOC-301J9UG1V-032 ; ;Up;10;24;0;10;20;0
Milegate;SOC-A12-0;a12-rin-182;10.211.225.181;unit-16;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente: IN CORP                      ; Designador: SOC-301LE8H7J-032;;Up;6;24;3;6;21;0
Milegate;SOC-A30-0;a30-rin-2;10.211.225.1;unit-18;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Major     ; Cliente:IMPACTO DISTRIBUIDOR ; Designador:SOC-301IIMAZ4-032  ; ;Down;128;127;255;128;127;255
Milegate;SOC-A30-5;a30-rin-104;10.211.225.3;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cliente: GELAR IND     ; Designador: SOC-301L8CW8G-032 ; ;Up;5;24;4;4;21;0
Milegate;SOC-A06-99;a06-rin-170;10.211.225.169;unit-17;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente: BOLINA_ENGENHARIA ; Designador: SOC-30142QCHF-032 ; ;Up;10;23;0;10;20;2
Milegate;SOC-A21-0;a21-rin-14;10.211.225.13;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente: IMAR_EDUARDO        ; Designador: SOC-301229OTZ-032 ; ;Up;7;22;2;6;20;4
Milegate;SOC-A20-0;a20-rin-190;10.211.225.189;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; Cliente: PARQUE PAPELARIA    ; Designador: SOC-3017EVMFR     ; ;Up;2;23;6;2;21;6
Milegate;SOC-A02-0;a02-rin-162;10.211.225.161;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ;                                                  ;                   ; ;Up;7;22;2;6;21;4
Milegate;SOC-A11-0;a11-rin-186;10.211.225.185;unit-16;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; Cliente: BRINK_HOLDING                           ; Designador: SOC-301KKKWC7-032 ; ;Up;3;22;5;4;20;5
Milegate;SOC-A08-0;a08-rin-142;10.211.225.141;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: DENTART ODONTOLOGIA            ; Designador: SOC-301KH5FIB-032 ; ;Up;7;22;2;8;21;4
Milegate;SOC-A24-0;a24-rin-134;10.211.225.133;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; CLIENTE_AGRO_ANIMAL          ; DESIGNADOR_SOC-301KT1BTV-032  ; ;Up;6;24;3;6;21;4
Milegate;SOC-A23-0;a23-rin-138;10.211.225.137;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; CENTRO CLINICO INTELIMED      ; SOC-301DU5IB7                 ; PAR - 09;Up;13;21;0;12;20;0
Milegate;SOC-A07-0;a07-rin-174;10.211.225.173;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; CLI_CLINICA_DE_ALERGIA         ; SOC-301K6ETGB-032             ; ;Up;10;21;0;10;20;2
Milegate;SOC-A28-0;a28-rin-34;10.211.225.33;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; CLI_ENAGIC_BRASIL                                        ; SOC-301JZX4D5-032             ; ;Up;5;23;3;6;20;5
Milegate;SOC-A02-5;a02-rin-164;10.211.225.163;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-8 ;port-8; Major     ; Cliente: ASS PRO REINTERAR ; Designador: SOC-301KPQ40E-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A21-0;a21-rin-14;10.211.225.13;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Major     ; Cliente: FARMAMED            ; Designador:SOC-3012JJPQN      ; ;Up;6;21;2;6;21;4
Milegate;SOC-A19-0;a19-rin-194;10.211.225.193;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; GLOBALAN?A                            ; OS-10910804                   ; SOC-30XM8Y6K-032;Up;4;24;4;4;20;0
Milegate;SOC-A01-0;a01-rin-166;10.211.225.165;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: SUPERMERCADO          ; Designador: SOC-301L2TXYR     ; ;Up;2;24;6;2;21;6
Milegate;SOC-A02-0;a02-rin-162;10.211.225.161;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Major     ;                                                  ;                   ; ;Down;128;127;255;128;127;255
Milegate;SOC-A06-0;a06-rin-171;10.211.225.170;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; SISTEMA EDUCACIONAL SOROCABA LTDA ; WO:10147975                   ; SOC-30TDA4LY-032;Up;7;22;3;6;20;4
Milegate;SOC-A31-0;a31-rin-206;10.211.225.205;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente: ASSOCIACAO_SANTA_CASA ; Designador: SOC-301K83MHX-032 ; ;Up;5;22;4;4;20;5
Milegate;SOC-A11-0;a11-rin-186;10.211.225.185;unit-16;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Major     ; Cliente: PUBLICONSULT                            ; Designador: SOC-301DN72Y8-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A20-0;a20-rin-190;10.211.225.189;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: PARQUE PAPELARIA    ; Designador: SOC-3017EVMH2-032 ; ;Up;2;22;6;2;20;6
Milegate;SOC-A09-0;a09-rin-22;10.211.225.21;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Major     ; GRAN HOTEL ROYAL            ; WO - 9633126                  ; SOC-30QG1W45-032;Down;128;127;255;128;127;255
Milegate;SOC-A08-0;a08-rin-142;10.211.225.141;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente: SYSTEM FARMA                   ; Designador: SOC-301KHMN9G-032 ; ;Up;4;21;4;4;20;0
Milegate;SOC-A10-0;a10-rin-26;10.211.225.25;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; CLIENTE_C S FERRAMENTAS ; DESIGNADOR_SOC-301KANEFJ-032 ; ;Up;8;22;2;8;21;3
Milegate;SOC-A30-5;a30-rin-104;10.211.225.3;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ;                        ;                               ; ;Up;9;24;1;8;21;3
Milegate;SOC-A28-0;a28-rin-34;10.211.225.33;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Major     ; Cliente:SANTA_CASA                                       ; Designador:SOC-301K83MHX-032  ; ;Down;128;127;255;128;127;255
Milegate;SOC-A07-0;a07-rin-174;10.211.225.173;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; PINHEIRO MACHADO VIAGENS       ; SOC-301KIIJZQ-032             ; ;Up;5;22;3;6;21;4
Milegate;SOC-A12-0;a12-rin-182;10.211.225.181;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; Cliente: PP_E_P_PUBLICIDADE             ; Designador: SOC-3016ACINR-032 ; ;Up;8;25;2;8;21;3
Milegate;SOC-A30-0;a30-rin-2;10.211.225.1;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; ROLWILSON ROLAMENTOS                   ; WO 9406754                   ; SOC-P6ODZ5-032;Up;8;21;2;8;20;3
Milegate;SOC-A23-0;a23-rin-138;10.211.225.137;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; CENTRO CLINICO INTELIMED LTDA ; SOC-301DU5IC7-032             ; PAR - 10;Up;13;22;0;12;20;1
Milegate;SOC-A06-99;a06-rin-170;10.211.225.169;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Major     ; Cliente:TOOL ENGENHARIA E CO ; Designador:SOC-301IVYO8B-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A06-5;a06-rin-173;10.211.225.171;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; ROSSI RESIDENCIAL            ; SOC-301DHY5MS                 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A21-0;a21-rin-14;10.211.225.13;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: FARMAMED            ; Designador: SOC-3012JJOGA-032 ; ;Up;6;22;3;6;21;4
Milegate;SOC-A06-0;a06-rin-171;10.211.225.170;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente:IPANEMA                   ; Designador:SOC-301B6GGMF-032  ; ;Down;128;127;255;128;127;255
Milegate;SOC-A01-0;a01-rin-166;10.211.225.165;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-4 ;port-4; Cleared   ; Cliente: AREA_ELETRICA         ; Designador: SOC-301LCXV1N-032 ; ;Up;4;23;4;4;21;5
Milegate;SOC-A19-0;a19-rin-194;10.211.225.193;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente: METALURGICA ERNANDES          ; Designador:SOC-3012B7R77-032  ; ;Up;13;22;0;12;20;1
Milegate;SOC-A20-0;a20-rin-190;10.211.225.189;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente:DISTRIBUIDORA DE PRO ; Designador:SOC-301HSH9EB-032  ; ;Up;9;24;2;8;21;3
Milegate;SOC-A09-0;a09-rin-22;10.211.225.21;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; TAQUARI CAL?ADOS           ; SOC-30QVTJ59-032              ; ;Up;4;21;4;4;20;0
Milegate;SOC-A10-0;a10-rin-26;10.211.225.25;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Major     ;                         ;                              ; ;Down;128;127;255;128;127;255
Milegate;SOC-A07-0;a07-rin-174;10.211.225.173;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Major     ;                                ;                               ; ;Down;128;127;255;128;127;255
Milegate;SOC-A06-99;a06-rin-170;10.211.225.169;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente:JORGE JACOB          ; Designador:SOC-301I5GV1F-032 ; ;Up;12;22;0;12;20;0
Milegate;SOC-A23-0;a23-rin-138;10.211.225.137;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Major     ; Cliente: Marcelo Gentille     ; Designador: SOC-301KKZPMH-032 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A30-0;a30-rin-2;10.211.225.1;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; PRIMER TOOLS INDUSTRIA                 ; WO 9630835                   ; SOC-S0QFZ9D-032;Up;6;22;0;6;21;0
Milegate;SOC-A28-0;a28-rin-34;10.211.225.33;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente:A_P_A_E_ASSOCIACAO                               ; Designador:SOC-301KAM6RC-032  ; ;Up;8;24;2;8;21;3
Milegate;SOC-A12-0;a12-rin-182;10.211.225.181;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; CENTRO MEDICO IMAGEM                    ; WO-10678196                   ; SOC-30W9P57X-032;Up;8;23;2;8;21;3
Milegate;SOC-A04-0;a04-rin-150;10.211.225.149;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Major     ;            ;               ; ;Down;128;127;255;128;127;255
Milegate;SOC-A21-0;a21-rin-14;10.211.225.13;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente:AE PATRIMONIO CONSUL ; Designador:SOC-3017EUYD1-032  ; ;Up;5;21;3;4;20;5
Milegate;SOC-A01-0;a01-rin-166;10.211.225.165;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cliente_ACTIVE_ENG             ; SOC-301KPCASB-032             ; ;Up;6;23;3;6;20;4
Milegate;SOC-A11-0;a11-rin-186;10.211.225.185;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Major     ; 3D ADMINISTRACAO DE IMOVEIS   ; SOC-301BYSFOH-032             ; ;Down;128;127;255;128;127;255
Milegate;SOC-A06-0;a06-rin-171;10.211.225.170;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente:ADVOCACIA VALIO           ; Designador:SOC-301KB8XW7-032  ; ;Down;128;127;255;128;127;255
Milegate;SOC-A19-0;a19-rin-194;10.211.225.193;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ;                                        ;                               ; ;Up;9;24;1;10;21;2
Milegate;SOC-A09-0;a09-rin-22;10.211.225.21;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ;                             ;                               ; ;Up;4;22;3;6;21;5
Milegate;SOC-A06-5;a06-rin-173;10.211.225.171;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; CLI: CURUCA_CONSCIENCIA      ; DES: SOC-301JPGUKV-032        ; ;Up;12;24;0;12;20;1
Milegate;SOC-A06-99;a06-rin-170;10.211.225.169;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; C M CAPITAL MARKETS          ; 9935189                      ; SOC-30S5RGFB-032;Up;10;24;1;10;21;3
Milegate;SOC-A10-0;a10-rin-26;10.211.225.25;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; FOC EMPREENDIMENTOS     ; SOC-30SEY9WZ-032             ; ;Up;6;22;3;6;21;4
Milegate;SOC-A23-0;a23-rin-138;10.211.225.137;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente:HOTEL TREVO PARA VEN  ; Designador:SOC-301H7KAWZ-032  ; ;Up;8;24;1;8;20;3
Milegate;SOC-A07-0;a07-rin-174;10.211.225.173;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente: BENESSERE             ; Designador: SOC-301L1MEOJ-032 ; ;Up;7;21;2;6;20;4
Milegate;SOC-A28-0;a28-rin-34;10.211.225.33;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; CLIENTE_DAKAR                                            ; DESIGNADOR_SOC-301KNB62J-032  ; ;Down;128;127;255;128;127;255
Milegate;SOC-A30-0;a30-rin-2;10.211.225.1;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Cleared;logport-4 ;port-4; Cleared   ; SAT SISTEMAS DE AUTOMACAO E TECNOLOGIA ; W.O 9767983                  ; SOC-30R6M8R6-032;Up;7;22;2;6;21;4
Milegate;SOC-A12-0;a12-rin-182;10.211.225.181;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ;                                         ;                               ; ;Up;3;24;4;4;21;5
Milegate;SOC-A11-0;a11-rin-186;10.211.225.185;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente: ASSOCIACAO DOS PROFI ; Designador: SOC-301JT1J53     ; ;Up;11;24;0;12;20;2
Milegate;SOC-A06-0;a06-rin-171;10.211.225.170;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente: SATURNOPESQUISAS         ; Designador: SOC-301KCRG0C-032 ; ;Up;9;24;1;10;21;3
Milegate;SOC-A09-0;a09-rin-22;10.211.225.21;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Major     ;                             ;                               ; ;Down;128;127;255;128;127;255
Milegate;SOC-A19-0;a19-rin-194;10.211.225.193;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente:NACIONAL-REI                   ; Designador:SOC-3018YN6FD-032  ; ;Up;5;22;4;4;20;5
Milegate;SOC-A06-99;a06-rin-170;10.211.225.169;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Major     ; CLIENTE_THERMIX TRATAMENTO   ; SOC-30VQ4CNV                 ; ;Down;128;127;255;128;127;255
Milegate;SOC-A10-0;a10-rin-26;10.211.225.25;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Major     ;                         ;                              ; ;Down;128;127;255;128;127;255
Milegate;SOC-A07-0;a07-rin-174;10.211.225.173;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; BUFO E SILVA CORRETORA SEGUROS ; WO:10344611                   ; SOC-30UF9JNX-032;Up;10;22;0;10;20;2
Milegate;SOC-A30-0;a30-rin-2;10.211.225.1;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ; Cliente: SUVELIM_COMERCIO              ; Designador: SOC-30Y9LNOV-032 ; ;Up;6;22;3;6;21;4
Milegate;SOC-A12-0;a12-rin-182;10.211.225.181;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente: PHITO_FORMULAS_VOZ             ; SOC-3015ME1FF-032             ; ;Down;128;127;255;128;127;255
Milegate;SOC-A04-0;a04-rin-150;10.211.225.149;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; Cliente: E.A. Gianotto Epp    ;                               ; ;Up;5;24;3;6;21;4
Milegate;SOC-A11-0;a11-rin-186;10.211.225.185;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente: GESCONTROL           ; Designador: SOC-301L4DD10-032 ; ;Up;3;23;5;4;20;5
Milegate;SOC-A06-0;a06-rin-171;10.211.225.170;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente:CORREA RIBEIRO            ; Designador:SOC-301GJG5FZ-032  ; ;Up;4;23;3;4;21;5
Milegate;SOC-A09-0;a09-rin-22;10.211.225.21;unit-21;STIM1 R1A;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Major     ;                             ;                               ; ;Down;128;127;255;128;127;255
