MODEL;MSAN;RIN;IP;Slot_ID;Slot_Name;Slot_Main_Mode;Slot_State;Slot_Alarm;Slot_Prop_Alarm;Port_ID;Port_Main_Mode;Port_Alarm;Port_User_Label;Port_Service_Label;Port_Description;OperationalStatus;NearEnd_CurrentAttenuation;NearEnd_CurrentMargin;NearEnd_CurrentPowerBackOff;FarEnd_CurrentAttenuation;FarEnd_CurrentMargin;FarEnd_CurrentPowerBackOff
Milegate;SNE-A39-4;a39-rin-212;10.209.33.211;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; TECNOSIL   ; VOXDDR - SNE-301IXOD53-032 ; PAR SECUNDARIO - 1104;Up;9;24;1;8;20;3
Milegate;SNE-A54-1;a54-rin-204;10.209.34.86;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; Cliente: KLM SUPERMERCADOS ; Designador: SNE-301L1NY07 ; sec 311/312;Up;11;24;0;12;20;2
Milegate;SNE-A45;a45-rin-277;10.209.34.14;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; Giovane Elaboracao par- 198/199 ;               ; ;Up;7;24;2;8;21;4
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; CORTE VIVO INDUSTRIA           ; WO - 10356251                 ; SNE-30PWKYJT-032;Up;6;24;3;6;21;0
Milegate;SNE-A51-0;a51-rin-197;10.209.34.73;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; RONY SETE VIEIRA                   ; SNE-301K1PXQV-032             ; 16531453 PAR/ 278 - 280;Up;5;21;3;6;20;5
Milegate;SNE-A52-0;a52-rin-199;10.209.34.77;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Major     ; Cliente: INEAL ; Designador: SNE-301KQWHE7-032 ; PAR 967 E 969;Down;128;127;255;128;127;255
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente: SABIC COMERCIO        ; Designador: SNE-301KLA6AJ-032 ; PAR 269;Up;8;19;2;8;20;4
Milegate;SNE-A44;a44-rin-273;10.209.34.22;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Warning;logport-1 ;port-1; Cleared   ; CONTEMPORANI EMPREENDIMENTOS HOTELEIROS ; SNE-301I62QGN-032            ; Pares secundarios: 824-825;Up;6;24;3;6;21;4
Milegate;SNE-A18-0;a18-rin-90;10.209.33.89;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; ACC_INDUSTRIA           ; SNE-301KKITD9-032             ; ;Up;6;25;3;6;21;0
Milegate;SNE-A11-0;a11-rin-595;10.209.33.9;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; Cliente: Bazar e Perfumaria Ives ; Designador : SNE-30YNV948-03  ; Secundario: 490;Up;2;23;5;2;21;5
Milegate;SNE-A06-0;a06-rin-34;10.209.33.33;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Major     ; Cliente: LUCKY                 ; Designador:  SNE-301L3RGDB   ; ;Down;128;127;255;128;127;255
Milegate;SNE-A51-0;a51-rin-197;10.209.34.73;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; XAVANTES CORRETORA DE SEGUROS LTDA ; SNE-3017X311B-032             ; PAR SECUNDARIO 1071;Up;3;24;5;2;21;6
Milegate;SNE-A32-0;a32-rin-230;10.209.33.229;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ;            ;               ; ;Up;3;23;5;2;20;6
Milegate;SNE-A01-0;a01-rin-58;10.209.33.57;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Major     ;                              ;                              ; ;Down;128;127;255;128;127;255
Milegate;SNE-A26-0;a26-rin-114;10.209.33.113;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Major     ;            ;               ; ;Down;128;127;255;128;127;255
Milegate;SNE-A29-0;a29-rin-50;10.209.33.49;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Major     ; Cliente: N A COMERCIO        ; Designador: SNE-301586LGZ-032 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A27-0;a27-rin-86;10.209.33.85;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; cliente:HD LUB COMERCIO DE LUBRIFICANTES LTDA ; Designador: SNE-30YV0NKK-032  ; SECUNDARIO 908;Up;10;23;1;10;21;3
Milegate;SNE-A23-0;a23-rin-126;10.209.33.125;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: GABRIELA BRITES ; Designador: SNE-301KN4OI7-032 ; ;Up;6;24;2;6;21;4
Milegate;SNE-A40;a40-rin-269;10.209.34.2;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Major     ; CLIENTE : GIOVANI ELABORA??O ; DES: SNE-3017XZJ3J-032        ; WO_12704622 PAR 70;Down;128;127;255;128;127;255
Milegate;SNE-A05-0;a05-rin-70;10.209.33.69;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; Cliente: RETAPRENE           ; Designador: SNE-30ZPRCZN-032 ; SECUNDARIO 925;Up;10;23;0;10;20;2
Milegate;SNE-A14-0;a14-rin-18;10.209.33.17;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; SNE-301KLHNNR-032_INSTITUTO ;                               ; ;Up;6;24;3;6;21;4
Milegate;SNE-A28-0;a28-rin-238;10.209.33.45;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Major     ; XAVANTES                     ; SNE-3017X311B-032             ; Par-1119;Down;128;127;255;128;127;255
Milegate;SNE-A20-99;a20-rin-134;10.209.33.133;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Major     ; Cliente: DREUX & TIESE         ; Designador: SNE-3010173WL-032;;Down;128;127;255;128;127;255
Milegate;SNE-A49-4;a49-rin-194;10.209.34.66;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; CLIENTE: COMERCIAL AJA ; SNE-301JJIELF-032 ; PARES SECUNDARIOS 309 -(* 310*);Up;9;24;1;8;21;3
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Major     ; Cliente: DILSON CAR            ; Designador: SNE-30Z83BAZ-032  ; ;Down;128;127;255;128;127;255
Milegate;SNE-A12-5;a12-rin-16;10.209.33.15;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; BERTHO BONO JOJA                          ; DESIG: SNE-301J6MXPV-032      ; PARES: 807 a 81061;Up;3;23;5;2;21;6
Milegate;SNE-A22;a22-rin-130;10.209.33.129;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; REPRO ABC           ; PAR: 739                      ; SNE-30V0MW45-032;Up;4;24;0;4;21;0
Milegate;SNE-A25;a25-rin-118;10.209.33.117;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; Cliente: DIVISEG INDUSTRIA ; Designador: SNE-30Y14LBA-032 ; PAR: 87;Up;7;22;3;6;21;4
Milegate;SNE-A41-0;a41-rin-150;10.209.33.97;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; HOSPITAL MARTENIDADE ; WO:13503956   ; DESG:SNE-301CN2ND3-032 PARES: 849/850;Up;6;24;3;6;21;4
Milegate;SNE-A04-0;a04-rin-74;10.209.33.73;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; Cliente: Roseli da Silva     ; Designador: SNE-30YLR1R5-032  ; PARES 809;Up;6;24;3;6;21;4
Milegate;SNE-A51-0;a51-rin-197;10.209.34.73;unit-21;STIM1 R1D;stim1_r4d07;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente: TELE PONTO                ; Designador: SNE-301KZAA0E-032 ; ;Up;10;24;0;10;21;2
Milegate;SNE-A44;a44-rin-273;10.209.34.22;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Warning;logport-3 ;port-3; Cleared   ; CLIENTE_JEDEL                           ; DESIGNADOR_SNE-301KMVHPV-032 ; PAR SECUNDARIO: 1137;Up;5;24;3;4;21;4
Milegate;SNE-A06-0;a06-rin-34;10.209.33.33;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente:VERZANI_&_SANDRINI_VOX ; Designador:SNE-3017WKKX9-032 ; ;Up;11;25;0;10;20;2
Milegate;SNE-A18-0;a18-rin-90;10.209.33.89;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Major     ; Cliente: OTUR ORTOPEDIA ; Designador: SNE-301KXZZ3V-032 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A26-0;a26-rin-114;10.209.33.113;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Major     ;            ;               ; ;Down;128;127;255;128;127;255
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente: LV_PRESTADORA_DADOS   ; Designador: SNE-30113XPX7     ; pares=770;Up;5;23;3;6;21;4
Milegate;SNE-A01-0;a01-rin-58;10.209.33.57;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente:IGUAL ASSESSORIA     ; Designador:SNE-301D642AB-032 ; ;Up;9;23;1;8;21;3
Milegate;SNE-A09-0;a09-rin-26;10.209.33.25;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Major     ; Cliente: DAFF_COMERCIAL        ; Designador: SNE-3012GOYYT-032 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A11-0;a11-rin-595;10.209.33.9;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente: PICARELLI_LEONESSA      ; Designador: SNE-301K9MLFJ-032 ; par 1477/ 1480;Up;4;22;4;4;20;5
Milegate;SNE-A21-0;a21-rin-110;10.209.33.109;unit-6;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; FRATTA CONSTRUTORA         ;                           ; ;Up;5;24;3;4;20;4
Milegate;SNE-A42-0;a42-rin-252;10.209.33.245;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Major     ; Cliente: SUPERVISA AUTOMACAO ; Designador: SNE-301IU8OXL-032 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A29-0;a29-rin-50;10.209.33.49;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; CLI_MAX_SCALLA               ; SNE-301KJWC8F-032             ; ;Up;6;23;3;6;21;4
Milegate;SNE-A27-0;a27-rin-86;10.209.33.85;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: LE GARCON                            ; Designador: SNE-301KHIYMF-032 ; PAR SECUNDARIO 1069;Up;6;24;3;6;20;4
Milegate;SNE-A17-0;a17-rin-94;10.209.33.93;unit-16;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ;                              ;                               ; ;Up;8;24;2;8;21;4
Milegate;SNE-A08-0;a08-rin-30;10.209.33.29;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; Cliente: ATAULFO NERES ; Designador: SNE-301KSCQ9B-032 ; #PAR SECUND?RIO 1379#;Up;7;24;2;6;21;4
Milegate;SNE-A05-0;a05-rin-70;10.209.33.69;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Major     ; Cliente: ESTATEC INDUSTRIA   ; Designador: SNE-30ZY5VT4-032 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A28-0;a28-rin-238;10.209.33.45;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente:PANTERA              ; Designador:SNE_301CJB2J-032   ; ;Up;7;22;2;6;20;4
Milegate;SNE-A10-0;a10-rin-6;10.209.33.5;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; STRONG                      ; SNE-301KTBGEW-032            ; PAR - 121;Up;7;24;3;6;21;4
Milegate;SNE-A40;a40-rin-269;10.209.34.2;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente: TJK_CORRETORA         ; Designador: SNE-3017Y05MN-032 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A14-0;a14-rin-18;10.209.33.17;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; VILLA BELLA                 ; SNE-301GKBNS3-032             ; VILLA BELLA ;Up;4;23;4;4;21;5
Milegate;SNE-A23-0;a23-rin-126;10.209.33.125;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; CLI_RICARDO_DE_MELO      ; SNE-301KN4PCR-032             ; ;Up;6;24;2;6;20;4
Milegate;SNE-A49-4;a49-rin-194;10.209.34.66;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; KD PNEUS LTDA          ; SNE-301KIZVQU-032 ; SEC.302;Up;9;24;1;10;20;3
Milegate;SNE-A22;a22-rin-130;10.209.33.129;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente: AVEC_VERRE ; Designador: SNE-301KYWP60-032 ; SEC.892;Up;6;24;3;6;21;4
Milegate;SNE-A12-5;a12-rin-16;10.209.33.15;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; CLI: BANCO PANAMERICANO                   ; DESIG.: SNE-301JXK5OI         ; Conforme COC, este circuito opera em 2048 kbps.;Up;3;23;6;2;20;6
Milegate;SNE-A20-99;a20-rin-134;10.209.33.133;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente:BEKHOFF AUTOMA??O IN ; Designador:SNE-301B7R7NC-032   ; ;Up;8;24;1;8;21;3
Milegate;SNE-A41-0;a41-rin-150;10.209.33.97;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ;                      ;               ; par 1348;Down;128;127;255;128;127;255
Milegate;SNE-A04-0;a04-rin-74;10.209.33.73;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Major     ; Cliente: GI_NEGOCIOS_IMOB    ; Designador: SNE-3016NJPIZ-032 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Designador: L_V_PRESTADORA_VOZ ; Cliente: SNE_30113XPY7-032    ; pares=768;Up;5;23;3;6;21;5
Milegate;SNE-A12-0;a12-rin-14;10.209.33.13;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; CLI_SOLO_SNE-301KQCCJR-032  ; SNE-301KQCCJR-032    ; PAR 1268;Up;11;23;0;12;21;0
Milegate;SNE-A15-0;a15-rin-142;10.209.33.141;unit-16;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente: AMEC                ; Designador : SNE-301A7YJAC-032 ; ;Up;4;21;4;4;20;5
Milegate;SNE-A06-0;a06-rin-34;10.209.33.33;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Major     ;                                ;                              ; ;Down;128;127;255;128;127;255
Milegate;SNE-A44;a44-rin-273;10.209.34.22;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Warning;logport-4 ;port-4; Cleared   ;                                         ;                              ; ;Down;128;127;255;128;127;255
Milegate;SNE-A01-0;a01-rin-58;10.209.33.57;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente:AILTON NEVES FRANGOS ; Designador:SNE-301EWZQSV-032 ; ;Up;9;24;1;8;21;3
Milegate;SNE-A42-0;a42-rin-252;10.209.33.245;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ;                              ;                               ; ;Down;128;127;255;128;127;255
Milegate;SNE-A29-0;a29-rin-50;10.209.33.49;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente:CENTRO MEDICO ALFA L ; Designador:SNE-3016A4S6S-032  ; PAR 29;Up;11;25;0;10;20;2
Milegate;SNE-A21-0;a21-rin-110;10.209.33.109;unit-6;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; ANTARES AUDIO E VIDEO      ; SBO-301KPW21W-032         ; PARES 736-740;Up;2;23;5;2;20;6
Milegate;SNE-A11-0;a11-rin-595;10.209.33.9;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente: HIGHSME_PERSON          ; Designador: SNE-301JUSXE7-032 ; ;Up;7;23;2;6;21;4
Milegate;SNE-A17-0;a17-rin-94;10.209.33.93;unit-16;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Major     ; Cliente: EVERTICAL           ; Designador: SNE-301L7MIJE     ; ;Down;128;127;255;128;127;255
Milegate;SNE-A10-0;a10-rin-6;10.209.33.5;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ;                             ;                              ; PAR - 644;Down;128;127;255;128;127;255
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;unit-21;STIM1 R1B;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; Cliente: SERVECLIMA SERVICOS   ; Designador: SNE-3015Q016T-032 ; ;Up;5;23;4;4;21;5
Milegate;SNE-A05-0;a05-rin-70;10.209.33.69;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; Cliente: PROJECAO ENGENHARIA ; Designador:SNE-301KYTJM5-032 ; ;Up;11;23;0;10;20;2
Milegate;SNE-A28-0;a28-rin-238;10.209.33.45;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente: CAMPOS - ETIP       ; Designador: SNE-301K521FN-032 ; PAR 877/ 878/  879/ 880;Up;5;23;3;6;21;5
Milegate;SNE-A14-0;a14-rin-18;10.209.33.17;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente:GOMES CONSULTORIA;;;Down;128;127;255;128;127;255
Milegate;SNE-A09-0;a09-rin-26;10.209.33.25;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente:CENTRO_ESPIRITA        ; Designador:SNE-3019QARPJ-032  ; par 648;Up;7;24;2;8;21;4
Milegate;SNE-A27-0;a27-rin-86;10.209.33.85;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente: DAFF COMERCIAL                       ; Designador: SNE-3012GOYYT-032 ; ;Up;9;23;1;10;20;0
Milegate;SNE-A20-99;a20-rin-134;10.209.33.133;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente:ESCRITORIO MATTOS AS   ; Designador:SNE-301KGI0HX-032   ; ;Up;9;23;1;8;20;3
Milegate;SNE-A04-0;a04-rin-74;10.209.33.73;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente:ATAULFO NERES XAVIER ; Designador:SNE-301J048KF-032  ; PARES: 312/313;Up;6;23;2;6;20;0
Milegate;SNE-A12-5;a12-rin-16;10.209.33.15;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Major     ;                                           ;                               ; ;Down;128;127;255;128;127;255
Milegate;SNE-A12-0;a12-rin-14;10.209.33.13;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Major     ;                             ;                      ; ;Down;128;127;255;128;127;255
Milegate;SNE-A15-0;a15-rin-142;10.209.33.141;unit-16;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente:VANGUARD ADMINISTRAC ; Designador:SNE-301B3ROFT-032   ; PAR SECUNDARIO 360;Up;5;24;4;4;21;5
Milegate;SNE-A21-0;a21-rin-110;10.209.33.109;unit-6;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Major     ; Cliente: KLM_SUPERMERCADOS ; DESIGNADOR: SNE-301L3GLS7 ; ;Down;128;127;255;128;127;255
Milegate;SNE-A42-0;a42-rin-252;10.209.33.245;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ;                              ;                               ; ;Down;128;127;255;128;127;255
Milegate;SNE-A17-0;a17-rin-94;10.209.33.93;unit-16;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Major     ; Cliente:JOMMAG ADMINISTRACAO ; Designador:SNE-301DUF7X3-032  ; ;Down;128;127;255;128;127;255
Milegate;SNE-A28-0;a28-rin-238;10.209.33.45;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; Cliente:ENCON COMERCIAL DE C ; Designador:SNE-301H7FW9V-032  ; ;Up;3;22;4;4;20;5
Milegate;SNE-A10-0;a10-rin-6;10.209.33.5;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; RESTAURANTE                 ; SNE-301J6IO3B-032            ; SEC - 1500;Down;128;127;255;128;127;255
Milegate;SNE-A11-0;a11-rin-595;10.209.33.9;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Major     ;                                  ;                               ; ;Down;128;127;255;128;127;255
Milegate;SNE-A14-0;a14-rin-18;10.209.33.17;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente: ROSA_E_OLETO       ; Designador: SNE-301L3E6LC-032 ; ;Up;5;24;3;4;21;4
Milegate;SNE-A05-0;a05-rin-70;10.209.33.69;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: PROJECAO ENGENHARIA ; Designador: SNE-301KYTJL3    ; ;Down;128;127;255;128;127;255
Milegate;SNE-A09-0;a09-rin-26;10.209.33.25;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente:SK_AUTOMOTIVE INTERNET ; Designdor:SNE:301A4U9GE       ; ;Up;1;22;6;2;20;6
Milegate;SNE-A20-99;a20-rin-134;10.209.33.133;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente: ONCOTECH HOSPITALAR   ; Designador: SNE-301KXUFP4-032  ; SEC.265;Up;5;23;3;6;21;5
Milegate;SNE-A04-0;a04-rin-74;10.209.33.73;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente: WM9 SOLUCOES        ; Designador: SNE-301KE64S0-032 ; PAR 952;Up;8;24;2;8;21;3
Milegate;SNE-A27-0;a27-rin-86;10.209.33.85;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; CLI_LISA_CONSULTORIA                          ; SNE-301JZBJPR-032             ; ;Up;6;22;3;6;20;4
Milegate;SNE-A08-0;a08-rin-30;10.209.33.29;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; CLIENTE_STRONG              ; DESIGNADOR_SNE-301KTBNTK-032  ; ;Up;9;24;1;8;20;0
Milegate;SNE-A15-0;a15-rin-142;10.209.33.141;unit-16;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente:LE GERMAIN COSMETICO ; Designador:SNE-301C0ZL7V-032   ; ;Up;2;23;5;2;21;6
Milegate;SNE-A42-0;a42-rin-252;10.209.33.245;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ;                              ;                               ; ;Down;128;127;255;128;127;255
Milegate;SNE-A12-5;a12-rin-16;10.209.33.15;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ;                                           ;                               ; ;Up;6;23;2;6;21;4
Milegate;SNE-A17-0;a17-rin-94;10.209.33.93;unit-16;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Major     ; Cliente_ATAULFO_NERES        ; SNE-301KSC9B-032              ; ;Down;128;127;255;128;127;255
Milegate;SNE-A10-0;a10-rin-6;10.209.33.5;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; CLI_SOU_SERVICO             ; SNE-301KA9Q2J-032            ; PAR SECUND?RIO - 720;Up;8;23;1;8;20;3
Milegate;SNE-A12-0;a12-rin-14;10.209.33.13;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente_SEMEN_PARTICIPAGUES ; SNE-301KU5I91-032-02 ; ;Up;4;22;4;4;20;5
Milegate;SNE-A09-0;a09-rin-26;10.209.33.25;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente: SK AUTOMOTIVE_VOX     ; Designador: SNE-301A4UA6C-032 ; ;Up;1;23;5;2;21;6
